series_id,group_id,distance,nearest_point
0,0.0,0.00048828125,475.0
1,1.0,0.0,517.0
2,7.0,0.0,243.0
3,2.0,0.0,1422.0
4,41.0,0.000244140625,95.0
5,42.0,0.0,303.0
6,71.0,0.000244140625,1204.0
7,4.0,0.000690460205078125,608.0
8,72.0,0.0,843.0
9,75.0,0.0011453628540039062,1648.0
10,76.0,0.0,46.0
11,43.0,0.000244140625,1131.0
12,118.0,0.0,37.0
13,119.0,0.000244140625,395.0
14,9.0,0.0,449.0
15,126.0,0.000244140625,188.0
16,6.0,0.00048828125,673.0
17,130.0,0.000244140625,830.0
18,131.0,0.000244140625,971.0
19,144.0,0.0,757.0
20,147.0,0.000244140625,422.0
21,149.0,0.0,753.0
22,5.0,0.0,1197.0
23,149.0,0.0,919.0
24,48.0,0.0,52.0
25,153.0,0.000244140625,552.0
26,161.0,0.0,1395.0
27,167.0,0.0,1399.0
28,170.0,0.000244140625,1416.0
29,72.0,0.0,1390.0
30,48.0,0.0,849.0
31,50.0,0.0005459785461425781,1622.0
32,170.0,0.0,675.0
33,235.0,0.0,299.0
34,241.0,0.00048828125,908.0
35,11.0,0.0,1691.0
36,76.0,0.0,837.0
37,119.0,0.0005459785461425781,213.0
38,160.0,0.0,896.0
39,245.0,0.0003452301025390625,369.0
40,1.0,0.0,752.0
41,247.0,0.000690460205078125,1191.0
42,170.0,0.0,489.0
43,246.0,0.0,732.0
44,261.0,0.000244140625,1200.0
45,261.0,0.00048828125,587.0
46,76.0,0.0,1688.0
47,166.0,0.0,92.0
48,237.0,0.0,1221.0
49,261.0,0.0,699.0
50,262.0,0.0003452301025390625,1070.0
51,170.0,0.000690460205078125,581.0
52,48.0,0.0,1357.0
53,241.0,0.0005459785461425781,1030.0
54,123.0,0.000244140625,1364.0
55,263.0,0.0,803.0
56,178.0,0.0,993.0
57,178.0,0.0,231.0
58,264.0,0.0005459785461425781,1283.0
59,263.0,0.00048828125,1683.0
60,238.0,0.000244140625,602.0
61,265.0,0.000244140625,338.0
62,265.0,0.0,1251.0
63,266.0,0.000244140625,533.0
64,261.0,0.0,72.0
65,272.0,0.0,1424.0
66,150.0,0.000244140625,378.0
67,149.0,0.0,1206.0
68,272.0,0.000244140625,1418.0
69,280.0,0.0,444.0
70,37.0,0.0,152.0
71,8.0,0.0,113.0
72,261.0,0.0,1541.0
73,71.0,0.0,668.0
74,281.0,0.0004229545593261719,515.0
75,175.0,0.000732421875,737.0
76,169.0,0.000244140625,1529.0
77,166.0,0.000244140625,1537.0
78,285.0,0.0005459785461425781,1444.0
79,178.0,0.0,393.0
80,146.0,0.0,997.0
81,47.0,0.00048828125,813.0
82,285.0,0.0,914.0
83,286.0,0.0005979537963867188,1296.0
84,170.0,0.0,280.0
85,153.0,0.0,662.0
86,294.0,0.0,438.0
87,262.0,0.0,232.0
88,146.0,0.000244140625,1084.0
89,245.0,0.000244140625,1273.0
90,285.0,0.0,1042.0
91,262.0,0.0,1280.0
92,166.0,0.000244140625,1428.0
93,166.0,0.00048828125,519.0
94,38.0,0.000244140625,870.0
95,42.0,0.0005459785461425781,715.0
96,294.0,0.0003452301025390625,263.0
97,248.0,0.000244140625,1692.0
98,149.0,0.0,1336.0
99,76.0,0.000244140625,689.0
100,166.0,0.0,415.0
101,130.0,0.000244140625,691.0
102,299.0,0.00048828125,538.0
103,76.0,0.0,1260.0
104,1.0,0.0,934.0
105,299.0,0.0004229545593261719,1307.0
106,51.0,0.000244140625,240.0
107,299.0,0.0003452301025390625,1308.0
108,265.0,0.0,966.0
109,301.0,0.000244140625,1322.0
110,246.0,0.0,1674.0
111,0.0,0.0,1670.0
112,76.0,0.0,1325.0
113,8.0,0.0,1415.0
114,50.0,0.000244140625,568.0
115,305.0,0.0,178.0
116,310.0,0.000690460205078125,960.0
117,326.0,0.000244140625,44.0
118,123.0,0.0,54.0
119,326.0,0.0,398.0
120,43.0,0.0,1157.0
121,327.0,0.000732421875,156.0
122,327.0,0.0,534.0
123,302.0,0.000244140625,1066.0
124,149.0,0.0,98.0
125,236.0,0.0004229545593261719,1185.0
126,149.0,0.0,890.0
127,152.0,0.0005459785461425781,1151.0
128,6.0,0.0,572.0
129,50.0,0.0004229545593261719,1601.0
130,301.0,0.000244140625,629.0
131,309.0,0.0,553.0
132,1.0,0.0,1522.0
133,262.0,0.0,1170.0
134,327.0,0.000244140625,1106.0
135,50.0,0.00048828125,129.0
136,51.0,0.0,763.0
137,146.0,0.0,372.0
138,245.0,0.000244140625,1573.0
139,37.0,0.000244140625,1171.0
140,51.0,0.0,1120.0
141,76.0,0.0,1514.0
142,72.0,0.0,560.0
143,327.0,0.0,78.0
144,327.0,0.0003452301025390625,512.0
145,327.0,0.0,805.0
146,327.0,0.000244140625,410.0
147,247.0,0.0,526.0
148,168.0,0.00048828125,1193.0
149,128.0,0.0005459785461425781,528.0
150,146.0,0.000244140625,1022.0
151,35.0,0.000244140625,1266.0
152,37.0,0.000244140625,139.0
153,267.0,0.0,1058.0
154,309.0,0.000244140625,609.0
155,327.0,0.0,1566.0
156,327.0,0.0004229545593261719,145.0
157,35.0,0.0008096694946289062,846.0
158,327.0,0.0,1184.0
159,5.0,0.0,1532.0
160,265.0,0.0,23.0
161,329.0,0.0,155.0
162,10.0,0.0,1083.0
163,71.0,0.0,282.0
164,303.0,0.000244140625,1092.0
165,72.0,0.0,185.0
166,262.0,0.0,354.0
167,329.0,0.0,26.0
168,177.0,0.000244140625,521.0
169,327.0,0.0,104.0
170,170.0,0.0,276.0
171,47.0,0.000244140625,1127.0
172,302.0,0.0,355.0
173,272.0,0.0,1016.0
174,134.0,0.0005459785461425781,847.0
175,267.0,0.0,729.0
176,126.0,0.0,721.0
177,296.0,0.000244140625,1539.0
178,305.0,0.0,1294.0
179,267.0,0.00048828125,175.0
180,329.0,0.000244140625,76.0
181,48.0,0.00348663330078125,30.0
182,273.0,0.00048828125,1392.0
183,269.0,0.000690460205078125,591.0
184,329.0,0.0,784.0
185,72.0,0.000244140625,1353.0
186,311.0,0.00048828125,1111.0
187,330.0,0.0,146.0
188,126.0,0.000244140625,1354.0
189,167.0,0.0,1455.0
190,178.0,0.0,1118.0
191,130.0,0.000244140625,1409.0
192,295.0,0.0,546.0
193,265.0,0.00048828125,809.0
194,178.0,0.0,690.0
195,330.0,0.0,972.0
196,263.0,0.0,478.0
197,293.0,0.000732421875,1615.0
198,38.0,0.0004229545593261719,94.0
199,9.0,0.0,1483.0
200,272.0,0.0,696.0
201,331.0,0.0005459785461425781,1073.0
202,331.0,0.000244140625,1072.0
203,331.0,0.0,1069.0
204,248.0,0.0,1508.0
205,262.0,0.0003452301025390625,983.0
206,6.0,0.000244140625,1379.0
207,331.0,0.0,215.0
208,11.0,0.0,578.0
209,332.0,0.00048828125,63.0
210,301.0,0.000244140625,525.0
211,301.0,0.000244140625,130.0
212,9.0,0.000244140625,1407.0
213,119.0,0.0003452301025390625,664.0
214,285.0,0.0,500.0
215,331.0,0.000244140625,848.0
216,332.0,0.0,332.0
217,245.0,0.000244140625,1305.0
218,301.0,0.000244140625,1324.0
219,6.0,0.000244140625,802.0
220,272.0,0.000244140625,1443.0
221,332.0,0.000244140625,371.0
222,280.0,0.000244140625,825.0
223,280.0,0.0,222.0
224,72.0,0.0,1649.0
225,327.0,0.000244140625,1254.0
226,295.0,0.0003452301025390625,743.0
227,281.0,0.000690460205078125,781.0
228,329.0,0.0,1561.0
229,333.0,0.000690460205078125,83.0
230,1.0,0.0004229545593261719,1315.0
231,178.0,0.0,194.0
232,262.0,0.0,301.0
233,273.0,0.0006461143493652344,1596.0
234,327.0,0.0,481.0
235,34.0,0.0005459785461425781,428.0
236,153.0,0.000244140625,1051.0
237,311.0,0.0,186.0
238,166.0,0.000244140625,77.0
239,76.0,0.000244140625,386.0
240,51.0,0.0,1147.0
241,261.0,0.00048828125,1425.0
242,7.0,0.0,1584.0
243,7.0,0.0,854.0
244,120.0,0.0,713.0
245,327.0,0.000244140625,1095.0
246,317.0,0.000690460205078125,1605.0
247,265.0,0.0,1286.0
248,153.0,0.000244140625,978.0
249,309.0,0.0,1159.0
250,120.0,0.0,824.0
251,331.0,0.000244140625,1301.0
252,285.0,0.0,1389.0
253,146.0,0.0,1378.0
254,76.0,0.0,1597.0
255,248.0,0.0,903.0
256,331.0,0.0004229545593261719,770.0
257,167.0,0.0,459.0
258,51.0,0.0,1677.0
259,333.0,0.0,1207.0
260,71.0,0.0,858.0
261,9.0,0.0,562.0
262,285.0,0.00048828125,611.0
263,294.0,0.0004229545593261719,1595.0
264,262.0,0.0,1142.0
265,288.0,0.000244140625,1456.0
266,333.0,0.0,503.0
267,262.0,0.0,685.0
268,244.0,0.000690460205078125,349.0
269,262.0,0.0,964.0
270,291.0,0.0005979537963867188,1117.0
271,140.0,0.0010919570922851562,1556.0
272,131.0,0.0026073455810546875,691.0
273,333.0,0.0,658.0
274,166.0,0.000690460205078125,1550.0
275,153.0,0.000244140625,1369.0
276,170.0,0.000244140625,20.0
277,8.0,0.0,71.0
278,153.0,0.000244140625,838.0
279,309.0,0.000244140625,1495.0
280,170.0,0.0,42.0
281,240.0,0.0005459785461425781,660.0
282,71.0,0.0,1102.0
283,329.0,0.0,367.0
284,149.0,0.0,1065.0
285,73.0,0.0,1442.0
286,329.0,0.00048828125,228.0
287,325.0,0.000244140625,990.0
288,334.0,0.0010919570922851562,1024.0
289,325.0,0.0,1617.0
290,285.0,0.0,1639.0
291,51.0,0.0,1676.0
292,300.0,0.0005459785461425781,1316.0
293,48.0,0.0,1582.0
294,331.0,0.0,800.0
295,337.0,0.000690460205078125,513.0
296,72.0,0.000244140625,900.0
297,246.0,0.0005459785461425781,442.0
298,50.0,0.0,1327.0
299,236.0,0.0005459785461425781,1535.0
300,72.0,0.000244140625,376.0
301,262.0,0.0,1303.0
302,160.0,0.000244140625,728.0
303,42.0,0.0,324.0
304,2.0,0.0,471.0
305,144.0,0.0009136199951171875,1554.0
306,239.0,0.0,323.0
307,51.0,0.000244140625,1342.0
308,339.0,0.000244140625,58.0
309,131.0,0.000244140625,1093.0
310,330.0,0.000244140625,1394.0
