series_id,group_id,distance,nearest_point
0,0.0,0.000244140625,3675.0
1,16.0,0.0,2793.0
2,24.0,0.0003452301025390625,2283.0
3,41.0,0.000244140625,550.0
4,59.0,0.000244140625,1065.0
5,71.0,0.0005979537963867188,280.0
6,81.0,0.0005979537963867188,2019.0
7,107.0,0.000732421875,2267.0
8,114.0,0.000690460205078125,116.0
9,143.0,0.000244140625,3737.0
10,169.0,0.0,2375.0
11,175.0,0.000244140625,3025.0
12,176.0,0.00048828125,2369.0
13,185.0,0.000244140625,1415.0
14,190.0,0.0,739.0
15,179.0,0.000690460205078125,103.0
16,217.0,0.000244140625,1586.0
17,222.0,0.0,1460.0
18,202.0,0.0008802413940429688,3471.0
19,310.0,0.0,2738.0
20,340.0,0.0,2339.0
21,353.0,0.0,3085.0
22,384.0,0.0,195.0
23,385.0,0.0,731.0
24,388.0,0.00048828125,1473.0
25,140.0,0.0007719993591308594,543.0
26,382.0,0.000244140625,3067.0
27,405.0,0.0,2996.0
28,361.0,0.000244140625,2992.0
29,408.0,0.0005979537963867188,1526.0
30,410.0,0.00048828125,258.0
31,268.0,0.0005459785461425781,668.0
32,402.0,0.0005459785461425781,886.0
33,87.0,0.0,3380.0
34,281.0,0.0,2761.0
35,416.0,0.0,682.0
36,429.0,0.0,1643.0
37,435.0,0.000244140625,349.0
38,86.0,0.00048828125,717.0
39,446.0,0.0,2232.0
40,56.0,0.000244140625,1455.0
41,155.0,0.000244140625,2809.0
42,333.0,0.0,287.0
43,447.0,0.000244140625,240.0
44,82.0,0.00048828125,3533.0
45,450.0,0.0,619.0
46,166.0,0.000690460205078125,2966.0
47,447.0,0.0003452301025390625,875.0
48,148.0,0.0009765625,124.0
49,454.0,0.0009136199951171875,557.0
50,457.0,0.0,879.0
51,451.0,0.0,2170.0
52,254.0,0.0,2701.0
53,58.0,0.0003452301025390625,2597.0
54,459.0,0.0,3329.0
55,460.0,0.0005459785461425781,3580.0
56,40.0,0.0003452301025390625,332.0
57,125.0,0.0010919570922851562,1088.0
58,395.0,0.00048828125,3648.0
59,282.0,0.0,3209.0
60,465.0,0.0,978.0
61,410.0,0.0,1306.0
62,58.0,0.0,2621.0
63,468.0,0.0,2397.0
64,482.0,0.0008096694946289062,3195.0
65,483.0,0.0,3644.0
66,268.0,0.0,2521.0
67,268.0,0.00048828125,684.0
68,310.0,0.00048828125,1087.0
69,4.0,0.0,1766.0
70,58.0,0.0005459785461425781,2808.0
71,83.0,0.0,3391.0
72,483.0,0.000244140625,1714.0
73,484.0,0.0005979537963867188,252.0
74,491.0,0.0,2455.0
75,201.0,0.0008802413940429688,18.0
76,36.0,0.0,242.0
77,384.0,0.00048828125,3515.0
78,336.0,0.0,2860.0
79,492.0,0.0,2679.0
80,309.0,0.0,1552.0
81,31.0,0.0011453628540039062,2875.0
82,434.0,0.00048828125,2294.0
83,34.0,0.00138092041015625,306.0
84,492.0,0.0,1028.0
85,270.0,0.0,1786.0
86,495.0,0.0006461143493652344,1848.0
87,501.0,0.0,2675.0
88,231.0,0.00048828125,3559.0
89,478.0,0.000244140625,2128.0
90,200.0,0.0008802413940429688,75.0
91,480.0,0.0,3691.0
92,504.0,0.000244140625,1614.0
93,17.0,0.0,3263.0
94,39.0,0.000244140625,2116.0
95,103.0,0.0003452301025390625,2899.0
96,446.0,0.0,3233.0
97,142.0,0.000244140625,1993.0
98,504.0,0.0,2965.0
99,484.0,0.000244140625,2536.0
100,0.0,0.000244140625,3560.0
101,7.0,0.000244140625,1599.0
102,209.0,0.0,1144.0
103,179.0,0.00048828125,121.0
104,315.0,0.0,1283.0
105,513.0,0.00048828125,1307.0
106,390.0,0.0,926.0
107,514.0,0.00048828125,3375.0
108,530.0,0.00048828125,3696.0
109,541.0,0.0003452301025390625,570.0
110,324.0,0.0,1675.0
111,333.0,0.0,1208.0
112,446.0,0.0,1107.0
113,551.0,0.000690460205078125,2644.0
114,112.0,0.0,729.0
115,552.0,0.000244140625,1055.0
116,114.0,0.0,3051.0
117,396.0,0.000244140625,1783.0
118,552.0,0.0,740.0
119,280.0,0.0,3196.0
120,422.0,0.0,2299.0
121,180.0,0.0007719993591308594,2315.0
122,483.0,0.000244140625,2683.0
123,552.0,0.0,275.0
124,149.0,0.0010919570922851562,1803.0
125,465.0,0.0005459785461425781,590.0
126,34.0,0.0,3705.0
